Fp1-AV,F7-AV,T3-AV,T5-AV,F3-AV,C3-AV,P3-AV,O1-AV,Fp2-AV,F8-AV,T4-AV,T6-AV,O2-AV,F4-AV,C4-AV,P4-AV,O2-AV.1,Fz-AV,Cz-AV,Pz-AV,A1-AV,A2-AV
21.03,-12.07,-12.1,-21.13,21.4,0.44,12.85,6.43,10.6,17.42,4.63,-152.02,12.57,32.69,33.36,16.71,12.57,-4.15,14.32,20.36,-19.24,-3.93
13.98,-20.89,-15.4,-25.5,8.94,-6.24,9.45,-1.28,5.56,9.24,2.68,-19.03,6.9,25.44,26.49,8.52,6.9,-11.78,5.1,14.45,-25.52,-10.89
5.53,-29.83,-19.31,-22.96,-5.23,-12.5,6.01,-9.23,-0.24,1.42,-1.45,123.58,1.41,8.56,17.33,-2.45,1.41,-13.24,-4.82,6.9,-31.18,-18.17
-2.05,-36.15,-22.43,-15.07,-15.26,-15.13,4.36,-14.2,-4.47,-3.77,-6.24,221.0,-1.75,-10.43,9.67,-10.82,-1.75,-8.23,-11.59,1.25,-34.63,-24.04
-6.73,-37.85,-22.43,-5.03,-17.49,-12.63,6.01,-13.7,-5.37,-4.87,-9.75,237.93,-1.08,-24.54,5.86,-13.58,-1.08,1.28,-13.2,-0.22,-35.28,-27.25
-7.93,-34.85,-17.53,3.76,-11.59,-5.17,11.58,-5.74,-2.87,-1.48,-9.63,163.51,3.96,-29.39,6.93,-11.28,3.96,12.11,-8.74,3.45,-32.28,-26.85
-6.33,-29.21,-9.32,7.52,-0.07,4.86,19.54,4.63,2.28,4.41,-5.62,29.27,10.73,-22.26,12.38,-4.25,10.73,20.18,0.16,11.46,-26.51,-23.86
-3.89,-23.64,-0.94,4.65,12.92,14.11,27.44,12.3,8.53,10.6,0.42,-113.56,17.02,-4.98,19.79,5.77,17.02,22.23,10.12,21.23,-20.26,-19.73
-2.32,-19.7,4.8,-2.66,21.6,19.5,33.06,15.17,13.19,15.32,5.39,-209.85,20.94,14.76,24.96,12.73,20.94,18.09,17.26,28.56,-15.11,-15.58
-3.26,-18.66,6.94,-11.32,23.01,19.41,34.27,12.39,13.73,16.14,7.01,-225.32,20.62,30.56,25.54,15.18,20.62,9.65,19.2,31.32,-12.89,-13.47
-7.15,-21.71,4.37,-17.64,16.56,13.42,30.86,5.57,8.68,11.98,3.12,-150.92,16.84,37.52,21.05,13.54,16.84,-0.22,15.0,28.84,-15.14,-14.54
-12.44,-27.62,-2.74,-18.32,4.63,4.2,24.87,-3.17,-0.23,5.03,-5.17,-17.17,11.02,32.71,13.07,7.85,11.02,-7.45,6.3,22.32,-20.13,-17.62
-17.79,-34.35,-11.52,-11.94,-9.52,-4.85,18.89,-10.79,-10.89,-1.42,-13.45,126.18,5.46,17.43,3.75,-1.02,5.46,-8.97,-3.51,14.25,-25.41,-20.62
-22.93,-39.18,-19.69,-1.13,-20.54,-10.76,14.5,-14.99,-20.18,-4.65,-18.47,225.02,2.66,-1.12,-3.07,-7.66,2.66,-4.89,-10.45,8.22,-29.13,-21.71
-26.81,-40.21,-24.85,10.04,-24.64,-11.71,13.34,-15.04,-24.56,-3.24,-18.09,244.36,3.93,-15.99,-4.87,-8.86,3.93,2.74,-12.2,6.68,-29.87,-20.19
-27.18,-37.06,-23.98,18.1,-20.85,-7.0,16.41,-10.87,-22.45,2.46,-11.76,172.42,9.1,-22.35,-0.43,-5.17,9.1,11.07,-7.96,10.52,-27.1,-15.82
-24.51,-31.34,-17.22,20.11,-11.25,1.1,22.32,-4.24,-15.41,9.95,-2.63,40.13,15.58,-17.55,8.85,2.67,15.58,16.23,0.55,18.69,-22.17,-9.78
-20.51,-24.7,-7.08,15.58,0.61,9.22,28.67,1.33,-6.65,16.63,4.68,-101.53,20.13,-3.31,20.35,12.86,20.13,15.73,10.22,28.79,-16.91,-4.0
-16.06,-19.23,2.45,7.4,8.81,14.36,33.73,4.21,-0.63,20.16,8.9,-197.38,21.6,12.93,29.67,19.66,21.6,9.11,17.07,36.63,-13.03,-0.38
-13.15,-17.21,6.92,-1.29,9.95,14.3,35.42,3.29,-0.62,18.85,10.74,-212.44,20.01,25.01,34.13,21.6,20.01,-1.56,18.49,39.75,-12.11,-0.17
-13.54,-19.72,3.83,-7.26,3.32,8.65,32.77,-1.82,-6.58,12.39,9.9,-137.5,15.87,28.68,32.93,19.29,15.87,-13.13,13.8,37.59,-15.5,-4.06
-16.27,-25.81,-5.6,-8.09,-8.82,-0.4,27.06,-9.56,-15.01,3.6,7.39,-3.4,10.01,21.41,27.46,12.92,10.01,-21.35,4.84,31.05,-21.77,-9.71
-19.26,-32.65,-17.01,-3.42,-22.45,-9.58,20.72,-17.01,-23.13,-4.19,4.33,138.89,4.05,4.79,20.3,4.05,4.05,-22.98,-4.96,22.52,-27.98,-15.13
-21.79,-38.06,-26.35,5.11,-31.94,-15.63,15.91,-21.05,-29.13,-8.92,2.07,235.1,0.88,-13.85,15.34,-2.04,0.88,-18.21,-11.79,15.99,-32.62,-19.28
-23.57,-39.85,-29.95,15.02,-33.82,-16.73,14.7,-20.45,-31.12,-9.47,1.14,250.85,1.72,-27.62,15.4,-2.52,1.72,-9.36,-13.36,14.17,-34.54,-20.81
-22.9,-36.69,-26.47,23.36,-27.41,-12.04,17.87,-14.92,-27.77,-5.58,2.06,175.37,5.38,-32.06,21.29,1.98,5.38,0.63,-8.75,18.0,-32.22,-19.41
-19.87,-30.52,-18.77,26.83,-15.29,-4.09,23.57,-6.52,-20.08,0.96,4.58,40.9,10.34,-25.14,31.52,10.79,10.34,7.56,0.19,26.18,-27.05,-16.4
-16.0,-24.35,-9.71,23.95,-1.57,3.56,29.44,0.63,-10.96,7.22,7.49,-101.42,15.22,-9.09,43.31,21.76,15.22,8.28,9.87,35.95,-21.19,-12.7
-12.83,-19.99,-1.69,16.59,7.99,8.17,33.88,4.14,-3.77,11.04,9.47,-196.78,18.3,8.25,52.51,28.68,18.3,2.73,16.25,43.04,-16.43,-9.89
-11.71,-19.55,2.36,7.52,10.14,7.65,34.78,3.03,-0.08,10.84,9.76,-211.36,18.58,20.93,56.57,29.95,18.58,-7.25,16.97,45.32,-15.16,-9.52
-14.07,-23.91,0.98,0.18,4.21,1.49,31.19,-3.18,-1.29,6.02,8.11,-136.58,15.64,24.92,54.69,26.51,15.64,-18.34,11.66,42.14,-18.44,-12.18
-19.74,-31.29,-4.1,-1.49,-7.44,-8.01,25.34,-11.6,-6.64,-1.77,5.55,-3.81,10.59,18.24,48.15,19.08,10.59,-25.98,2.16,34.55,-24.83,-17.08
-25.71,-38.88,-10.37,3.35,-20.86,-17.3,19.83,-19.47,-13.43,-9.3,3.2,136.63,5.04,2.39,39.36,9.05,5.04,-27.26,-8.2,24.93,-31.12,-22.06
-30.25,-44.0,-15.71,12.39,-30.22,-23.19,16.25,-24.03,-18.89,-13.81,2.1,231.13,1.35,-15.79,32.4,1.55,1.35,-22.13,-15.63,17.19,-35.31,-25.65
-31.37,-44.77,-17.95,22.7,-32.05,-23.74,15.93,-23.86,-20.36,-13.98,2.1,245.63,0.75,-29.83,30.08,-0.53,0.75,-12.75,-17.75,14.03,-35.77,-26.76
-27.61,-40.28,-14.71,30.68,-25.55,-18.67,19.48,-19.2,-16.48,-9.29,3.58,169.42,3.24,-35.06,33.32,2.21,3.24,-2.11,-13.54,16.06,-31.69,-24.15
-20.25,-32.55,-7.07,32.71,-13.0,-10.33,25.12,-12.2,-8.54,-1.57,6.03,34.68,7.04,-28.8,40.52,9.15,7.04,5.64,-4.94,21.95,-25.04,-18.87
-12.04,-24.88,2.49,27.96,1.36,-2.13,30.34,-5.31,0.75,6.19,8.51,-107.67,9.82,-12.78,48.87,18.39,9.82,7.49,4.73,29.3,-18.51,-13.29
-5.03,-19.64,11.27,19.08,11.79,2.7,32.92,-0.91,8.15,11.6,9.53,-202.68,10.09,5.43,54.67,24.28,10.09,3.77,11.48,34.13,-13.63,-9.38
-0.72,-18.66,16.61,7.82,15.26,2.01,31.06,-1.9,11.28,13.43,8.03,-216.65,6.86,19.94,55.74,25.54,6.86,-3.39,12.87,34.31,-12.01,-7.86
-0.07,-22.36,14.36,-2.61,10.83,-4.38,24.39,-8.0,8.6,11.08,5.13,-141.04,0.98,26.43,51.34,22.73,0.98,-11.23,8.34,29.45,-15.32,-8.93
-2.54,-28.66,5.09,-8.42,0.65,-14.03,14.91,-16.48,1.69,5.98,2.79,-7.74,-6.28,22.31,42.59,16.18,-6.28,-15.93,-0.09,20.52,-20.88,-11.8
-6.09,-34.62,-5.01,-7.86,-11.28,-23.47,4.93,-25.1,-6.19,1.19,1.82,132.16,-14.14,8.46,31.89,7.22,-14.14,-14.64,-9.01,9.69,-25.07,-14.96
-8.37,-38.13,-11.21,-2.89,-20.0,-29.68,-3.89,-31.43,-11.63,-1.38,3.34,225.0,-20.21,-8.01,23.07,0.85,-20.21,-7.84,-14.96,0.9,-27.0,-16.57
-7.48,-37.79,-11.64,3.97,-21.82,-30.71,-9.36,-33.72,-12.55,-0.57,7.28,237.28,-22.73,-20.09,18.66,-0.28,-22.73,2.27,-15.64,-3.31,-26.03,-15.72
-1.86,-32.46,-6.29,9.73,-15.92,-25.91,-10.36,-31.04,-8.13,4.21,13.04,159.17,-21.79,-23.41,19.9,3.35,-21.79,12.8,-10.4,-1.94,-20.8,-11.9
5.74,-24.26,2.27,11.03,-4.69,-17.63,-8.26,-25.43,0.07,11.5,18.76,23.42,-18.01,-15.18,25.79,11.31,-18.01,20.02,-1.16,4.04,-12.94,-6.46
11.01,-15.85,10.91,7.22,8.38,-9.33,-5.41,-18.58,9.73,18.52,21.83,-118.96,-12.7,2.61,33.69,21.55,-12.7,21.25,8.8,11.97,-4.63,-2.01
13.79,-9.27,17.03,0.91,17.61,-3.87,-3.05,-13.47,17.73,22.66,20.58,-213.94,-8.7,22.11,39.35,28.04,-8.7,16.63,15.5,17.59,3.06,-0.21
14.12,-6.75,18.03,-4.95,19.88,-2.98,-2.74,-12.07,21.59,21.99,15.15,-228.26,-8.5,36.99,40.28,29.41,-8.5,8.14,16.42,18.51,7.71,-1.99
11.07,-9.3,11.32,-7.5,14.44,-7.15,-5.66,-14.15,19.68,16.52,6.93,-153.27,-11.91,42.98,35.75,26.26,-11.91,-1.11,11.1,13.95,7.81,-7.78
6.2,-15.16,-0.54,-4.05,3.65,-13.95,-10.61,-18.4,13.74,8.34,-2.07,-20.13,-17.54,37.51,27.06,18.68,-17.54,-7.19,1.38,4.88,4.93,-16.59
1.14,-21.55,-13.13,5.24,-8.59,-20.36,-15.59,-24.03,7.15,1.06,-9.68,120.57,-23.59,22.27,16.77,8.23,-23.59,-7.25,-9.06,-6.01,1.03,-24.37
-2.69,-26.11,-22.76,17.11,-16.95,-23.87,-19.07,-28.33,3.04,-2.69,-13.56,214.95,-27.55,4.31,8.49,0.16,-27.55,-1.26,-16.61,-14.85,-2.86,-28.7
-3.71,-26.93,-26.44,28.4,-18.24,-22.46,-19.05,-28.41,1.9,-1.76,-12.68,229.05,-27.88,-9.39,4.57,-2.6,-27.88,8.28,-19.23,-19.11,-5.21,-29.03
-0.97,-22.91,-22.66,36.08,-11.77,-15.86,-14.69,-22.9,4.77,4.05,-6.53,152.24,-24.54,-14.47,6.09,-0.74,-24.54,18.23,-16.05,-17.89,-4.4,-25.1
3.6,-15.67,-13.57,37.18,-0.05,-6.31,-7.26,-14.45,11.75,12.8,2.86,16.22,-19.66,-8.61,11.82,5.22,-19.66,24.64,-8.86,-12.06,-1.33,-18.37
6.87,-8.49,-3.05,30.95,12.88,3.06,1.21,-6.17,21.08,21.44,12.78,-126.94,-15.04,6.24,19.06,13.59,-15.04,24.77,-0.72,-4.27,1.65,-10.99
7.43,-3.94,5.35,19.79,21.69,9.44,8.58,-0.96,29.76,27.44,19.84,-221.9,-12.22,23.05,23.82,19.19,-12.22,18.81,4.87,1.67,2.98,-4.69
5.92,-3.45,8.68,7.05,23.56,10.6,12.13,-0.49,34.48,28.71,21.69,-235.16,-11.98,35.76,23.94,20.52,-11.98,8.94,5.62,3.79,1.39,-1.6
3.36,-7.29,5.56,-3.68,17.84,6.16,10.96,-5.84,33.49,24.92,17.19,-158.82,-14.83,40.36,18.63,17.83,-14.83,-1.67,0.83,1.3,-3.74,-2.38
1.78,-13.58,-1.37,-8.83,6.6,-1.59,6.76,-14.63,28.12,18.74,7.33,-24.71,-20.88,34.4,9.04,11.15,-20.88,-8.92,-7.87,-4.99,-10.89,-5.45
1.5,-19.96,-9.27,-7.6,-6.58,-9.28,2.27,-22.18,21.34,12.87,-6.63,116.79,-26.75,19.32,-1.74,2.34,-26.75,-9.92,-17.37,-12.65,-17.49,-8.84
1.71,-24.41,-15.79,-2.05,-16.03,-13.94,-0.93,-26.33,15.9,9.34,-18.98,211.23,-29.83,2.25,-9.76,-3.36,-29.83,-4.55,-23.77,-17.96,-21.74,-10.95
3.62,-25.44,-18.52,4.92,-18.62,-14.04,-1.07,-25.79,14.34,9.62,-24.34,224.57,-29.48,-10.21,-12.71,-3.66,-29.48,4.78,-24.79,-18.59,-23.17,-11.38
7.39,-22.62,-15.42,10.47,-13.64,-8.9,3.09,-20.21,17.88,14.04,-21.26,146.9,-25.2,-14.01,-9.79,0.58,-25.2,15.05,-19.64,-13.88,-21.22,-9.54
10.68,-17.59,-8.52,11.32,-2.75,-0.32,10.15,-12.75,25.13,20.57,-11.94,10.86,-19.38,-6.61,-2.08,9.1,-19.38,22.15,-9.98,-4.74,-17.31,-5.98
12.29,-12.95,-1.08,6.37,10.18,8.15,17.23,-6.16,32.97,26.56,-0.42,-131.55,-13.8,10.05,7.87,19.92,-13.8,23.13,0.57,6.14,-13.33,-2.19
13.26,-10.02,4.89,-2.02,19.55,13.31,22.37,-2.97,38.54,29.88,7.99,-225.48,-10.87,28.21,15.94,27.05,-10.87,18.39,8.03,14.84,-10.5,-0.59
12.88,-10.52,7.44,-11.21,22.06,13.27,23.82,-3.78,39.06,27.91,10.46,-237.4,-10.84,41.74,19.73,29.19,-10.84,9.81,10.07,19.06,-10.54,-2.39
9.54,-15.68,5.45,-17.88,16.91,7.93,21.19,-8.36,33.33,19.27,6.15,-159.39,-13.44,46.38,18.38,26.99,-13.44,0.26,6.04,18.08,-13.78,-7.48
2.79,-24.27,0.26,-18.86,6.26,-0.41,16.01,-14.64,23.19,6.89,-2.83,-22.82,-16.44,39.82,13.19,20.54,-16.44,-6.14,-2.13,12.94,-18.98,-14.34
-6.54,-33.62,-4.97,-13.25,-6.23,-8.63,10.73,-20.05,11.75,-3.88,-12.93,120.79,-18.43,23.34,6.6,11.21,-18.43,-6.7,-11.12,5.99,-23.79,-20.05
-15.54,-41.06,-8.5,-3.68,-15.2,-14.18,6.74,-22.89,2.79,-8.81,-19.59,216.59,-18.89,4.11,2.17,4.13,-18.89,-1.68,-17.88,0.72,-26.48,-22.49
-20.59,-43.7,-9.47,6.34,-17.45,-15.63,5.38,-22.08,-0.84,-5.53,-20.89,230.72,-17.3,-10.94,2.04,2.0,-17.3,6.58,-20.38,-0.84,-25.95,-21.03
-19.67,-40.54,-6.63,13.7,-12.03,-12.37,7.51,-17.28,2.87,5.69,-16.71,153.27,-13.91,-17.49,6.78,4.41,-13.91,15.09,-17.46,2.19,-21.47,-15.57
-14.28,-34.06,-0.43,15.45,-0.86,-6.46,11.69,-10.25,12.03,20.49,-8.63,16.62,-9.7,-12.85,15.2,10.97,-9.7,20.16,-10.76,9.04,-14.57,-8.6
-7.63,-28.62,7.07,11.11,11.81,-0.76,16.24,-3.09,22.41,33.77,0.55,-126.57,-5.07,1.1,25.09,19.87,-5.07,19.27,-3.31,17.53,-7.97,-2.65
-2.51,-27.02,13.35,3.03,20.01,1.79,19.81,1.77,30.36,42.67,7.86,-220.13,-1.29,16.64,32.84,25.46,-1.29,12.36,1.29,23.84,-3.52,1.66
-1.56,-30.15,15.89,-5.85,20.93,-0.35,20.25,1.74,34.27,45.81,11.55,-231.48,-0.65,27.68,36.13,26.41,-0.65,1.46,1.1,25.84,-2.13,3.27
-4.94,-37.83,11.49,-12.45,14.37,-7.55,16.39,-3.84,33.42,43.66,11.33,-153.0,-4.33,30.3,34.15,23.05,-4.33,-10.29,-4.51,22.84,-4.42,2.2
-10.49,-47.74,1.12,-13.74,2.27,-17.33,10.39,-12.15,28.69,38.78,8.99,-16.77,-10.47,22.18,27.86,15.23,-10.47,-18.61,-13.91,15.72,-9.67,-0.43
-16.91,-57.45,-12.22,-8.62,-11.38,-26.33,5.02,-19.87,21.76,33.99,6.6,125.97,-16.2,4.85,20.4,5.13,-16.2,-20.26,-23.4,7.22,-15.35,-3.17
-22.84,-64.57,-26.58,0.47,-21.2,-31.68,1.63,-24.45,15.53,32.45,5.95,221.31,-19.21,-14.19,15.83,-1.62,-19.21,-15.33,-29.1,1.1,-19.1,-4.68
-27.36,-68.23,-38.14,9.99,-23.69,-31.96,1.12,-23.31,12.19,35.3,8.38,236.46,-17.66,-28.18,16.28,-2.48,-17.66,-6.22,-28.9,-0.5,-19.46,-3.75
-29.74,-68.3,-42.11,17.05,-18.11,-26.38,4.52,-15.82,13.53,42.85,13.46,161.09,-11.99,-32.74,22.34,1.74,-11.99,3.73,-22.19,3.22,-16.32,0.29
-30.35,-66.36,-38.44,18.68,-6.78,-17.5,10.39,-6.03,18.52,52.86,19.48,27.09,-4.59,-25.69,32.53,10.51,-4.59,10.53,-10.97,11.14,-11.24,6.35
-30.31,-64.23,-29.85,14.08,6.07,-8.6,16.31,2.99,23.97,61.7,24.2,-113.61,2.2,-9.24,43.93,21.41,2.2,11.21,0.78,20.86,-6.02,12.31
-30.75,-63.22,-19.59,5.34,14.8,-2.56,20.13,8.41,26.39,66.94,26.54,-205.64,6.36,8.67,52.35,28.39,6.36,5.76,8.88,27.97,-1.54,16.59
-33.28,-64.91,-12.16,-4.03,16.34,-1.22,20.16,8.05,23.72,67.01,25.8,-216.31,6.54,22.02,55.61,30.32,6.54,-3.56,11.43,30.25,0.71,17.78
-38.81,-70.15,-10.7,-10.66,9.98,-5.23,15.79,2.07,16.43,62.19,21.99,-137.62,2.87,26.74,52.52,27.53,2.87,-13.5,7.47,27.08,-1.24,15.53
-45.96,-77.47,-14.09,-11.5,-1.99,-12.35,8.75,-7.45,7.18,55.63,17.31,-1.8,-3.69,20.57,44.3,20.06,-3.69,-20.21,-1.07,19.23,-6.29,11.15
-52.61,-84.79,-19.19,-5.77,-15.69,-19.39,1.39,-16.75,-1.79,50.14,14.12,139.44,-10.7,5.24,34.1,9.86,-10.7,-20.82,-10.55,9.44,-11.94,6.49
-57.07,-90.19,-23.7,4.56,-25.29,-23.2,-3.95,-22.11,-10.22,47.29,13.49,231.65,-15.63,-11.83,26.25,2.78,-15.63,-15.01,-16.61,2.15,-16.31,3.16
-58.71,-91.75,-24.78,15.72,-26.86,-21.8,-5.41,-24.03,-16.54,48.32,16.09,241.83,-18.06,-23.65,23.43,1.88,-18.06,-4.77,-16.61,-0.02,-17.05,2.98
-56.78,-88.34,-20.84,23.78,-20.04,-14.86,-2.47,-21.5,-18.41,53.73,22.34,161.4,-16.95,-26.06,26.23,6.15,-16.95,6.56,-10.11,3.28,-13.16,6.18
-51.98,-81.86,-12.94,25.62,-7.37,-5.39,2.34,-15.65,-15.77,61.18,30.49,24.05,-13.32,-17.03,32.96,14.7,-13.32,14.66,0.49,10.61,-7.08,11.25
-45.93,-75.23,-3.79,20.05,6.98,2.84,6.11,-9.58,-9.89,68.16,37.62,-118.14,-8.69,1.02,40.72,25.43,-8.69,16.58,11.42,19.41,-1.39,16.06
-39.67,-70.37,3.73,9.43,16.96,7.08,7.87,-6.44,-2.86,72.43,40.69,-210.41,-5.4,20.17,45.7,32.23,-5.4,12.44,18.8,25.86,2.54,18.83
-35.42,-68.99,6.79,-2.52,19.66,6.24,6.33,-8.2,3.06,72.66,38.26,-220.78,-6.02,34.44,45.9,33.73,-6.02,4.38,20.55,27.73,2.88,18.96
-34.77,-72.18,2.94,-12.13,14.96,0.31,0.77,-14.33,5.22,68.49,31.02,-141.81,-10.81,39.7,40.99,30.47,-10.81,-4.5,16.18,24.48,-1.34,15.94
-36.52,-77.79,-6.28,-15.92,5.05,-8.17,-7.11,-23.35,3.42,62.02,21.28,-5.9,-18.09,33.7,32.39,23.0,-18.09,-10.18,7.9,17.55,-8.3,10.89
-40.22,-83.3,-17.28,-13.22,-6.26,-15.95,-14.52,-31.56,-0.29,56.05,11.32,134.99,-25.25,18.4,22.9,13.44,-25.25,-9.6,-0.71,9.6,-14.66,5.81
-44.54,-86.81,-26.68,-6.05,-13.66,-20.19,-19.38,-35.9,-2.56,52.89,3.31,226.52,-29.9,1.27,16.13,7.02,-29.9,-3.19,-6.1,4.41,-18.93,2.15
-47.38,-86.9,-31.82,2.2,-14.02,-19.22,-20.1,-35.35,-1.3,53.85,-0.71,236.1,-30.73,-11.31,14.53,6.08,-30.73,6.68,-6.2,3.98,-20.25,1.83
-47.11,-82.79,-30.76,8.74,-6.57,-12.53,-16.05,-29.58,4.31,59.16,-0.45,155.06,-27.81,-15.31,18.59,9.7,-27.81,17.13,-0.22,8.8,-17.03,4.75
-43.88,-76.01,-24.41,10.15,6.4,-2.64,-9.04,-20.89,12.51,66.24,2.96,16.76,-22.76,-8.41,26.44,17.25,-22.76,24.04,9.62,17.42,-10.77,9.1
-38.55,-68.86,-15.31,5.37,20.52,6.86,-1.73,-12.78,20.43,72.19,7.72,-126.67,-18.16,7.33,35.09,26.4,-18.16,24.57,19.72,26.79,-4.41,13.6
-32.21,-63.24,-5.92,-3.24,29.89,12.81,3.74,-8.48,25.78,75.1,11.56,-220.36,-16.11,24.05,40.22,31.51,-16.11,18.95,26.23,32.69,0.27,16.74
-27.35,-60.84,0.78,-13.18,31.86,13.71,5.13,-9.48,27.37,73.54,13.01,-232.06,-17.62,36.19,39.82,31.14,-17.62,9.27,27.09,33.03,1.25,17.39
-26.26,-63.1,2.97,-20.9,25.77,9.15,1.98,-14.7,24.72,67.63,11.89,-154.4,-22.37,39.42,32.91,25.82,-22.37,-1.55,21.58,27.19,-2.57,14.92
-29.02,-69.06,0.82,-22.63,13.8,1.55,-3.68,-21.38,18.51,59.49,10.68,-19.73,-27.95,31.33,21.47,15.78,-27.95,-9.57,11.82,16.93,-9.39,10.47
-32.9,-75.84,-4.0,-17.85,-0.08,-5.57,-9.28,-27.29,9.36,52.27,11.92,120.33,-32.29,13.63,8.83,3.47,-32.29,-11.59,1.35,5.23,-15.78,6.41
-35.38,-80.65,-8.73,-9.24,-10.18,-9.22,-13.28,-30.54,0.06,48.45,15.68,211.36,-34.39,-5.87,-0.88,-5.13,-34.39,-7.41,-5.58,-3.4,-19.85,4.43
-35.15,-81.63,-12.34,0.29,-13.2,-7.9,-13.93,-28.95,-4.83,49.47,19.61,221.28,-32.88,-20.18,-4.85,-7.27,-32.88,0.79,-6.62,-6.26,-20.3,5.0
-31.64,-77.51,-13.22,7.46,-8.63,-1.46,-9.78,-21.34,-3.55,55.51,21.47,142.11,-26.38,-25.01,-2.13,-3.73,-26.38,9.97,-1.06,-2.73,-16.74,8.33
-26.29,-70.27,-10.79,9.28,1.68,7.58,-2.87,-11.82,2.07,63.87,22.59,6.62,-18.73,-18.03,5.65,4.85,-18.73,16.17,9.11,5.73,-10.46,13.82
-20.77,-62.61,-6.27,4.92,13.7,15.88,3.46,-3.99,9.45,71.6,24.24,-134.02,-13.09,-1.49,15.15,15.65,-13.09,16.59,20.0,16.03,-3.92,19.21
-16.96,-57.3,-1.52,-3.42,21.72,20.53,7.36,0.43,16.7,76.63,24.82,-225.33,-10.76,16.39,22.13,22.47,-10.76,11.09,27.22,23.77,0.9,22.82
-16.26,-56.18,1.15,-12.74,22.56,19.7,7.26,0.31,22.0,77.02,22.75,-234.91,-11.66,29.39,24.31,23.96,-11.66,1.62,28.42,26.53,1.84,22.64
-19.75,-60.07,-0.34,-19.56,15.63,13.36,2.8,-4.28,23.35,72.44,17.73,-155.06,-15.17,33.08,20.85,20.47,-15.17,-8.96,22.96,23.49,-1.68,18.32
-26.3,-66.83,-5.55,-20.36,3.47,4.25,-3.98,-11.22,21.06,65.09,10.18,-18.21,-20.26,25.4,13.17,12.29,-20.26,-16.23,13.1,15.95,-7.38,12.04
-33.69,-73.66,-12.23,-14.53,-9.86,-4.28,-10.68,-16.72,16.78,58.08,1.27,123.97,-24.72,8.47,3.95,1.37,-24.72,-16.95,2.66,6.89,-12.75,6.32
-39.22,-78.23,-17.46,-4.91,-19.17,-9.34,-15.3,-18.98,11.92,53.9,-6.27,217.67,-26.24,-10.35,-2.85,-6.56,-26.24,-11.4,-4.44,-0.0,-15.93,2.83
-41.95,-79.05,-18.5,5.25,-20.95,-9.07,-15.94,-17.09,8.58,53.81,-10.47,230.4,-24.14,-24.12,-4.83,-8.76,-24.14,-1.85,-5.86,-2.46,-15.71,2.38
-41.33,-75.39,-14.62,13.04,-14.58,-3.0,-11.99,-10.41,8.85,58.49,-10.29,153.14,-18.38,-28.3,-1.0,-5.77,-18.38,8.47,-1.0,0.41,-11.41,4.83
-37.57,-69.12,-8.05,15.2,-2.66,5.95,-5.79,-1.32,11.47,65.95,-6.98,19.28,-10.65,-20.87,7.24,2.0,-10.65,15.36,8.02,7.67,-4.77,9.48
-32.1,-62.81,-0.72,10.95,10.35,14.29,0.06,7.42,14.73,72.82,-2.9,-118.73,-3.09,-4.55,17.03,11.87,-3.09,15.51,17.5,16.42,1.58,14.29
-26.77,-58.33,5.4,2.88,18.31,18.87,4.1,13.94,16.61,76.4,-0.26,-206.47,2.1,12.59,24.15,18.03,2.1,9.17,23.57,22.67,5.75,17.37
-24.1,-57.51,7.58,-6.47,18.41,17.99,4.39,15.85,15.92,75.73,0.17,-212.41,3.59,25.09,26.38,19.24,3.59,-1.21,24.12,24.34,5.51,17.48
-25.15,-61.25,3.78,-14.16,10.31,11.26,-0.03,11.62,13.21,71.19,-1.54,-129.98,1.33,29.07,22.97,16.12,1.33,-12.25,18.38,20.71,0.22,14.49
-28.48,-68.14,-4.56,-16.59,-3.77,0.99,-7.0,4.51,9.06,64.62,-3.89,7.37,-2.86,22.18,14.99,8.82,-2.86,-19.88,8.33,12.51,-7.68,9.67
-32.27,-75.72,-14.12,-12.35,-19.19,-8.96,-13.34,-1.82,4.23,58.28,-4.99,147.78,-6.5,6.17,5.37,-0.73,-6.5,-21.22,-2.37,2.49,-15.31,4.63
-35.41,-81.27,-21.95,-3.8,-30.3,-15.58,-17.18,-5.11,0.9,54.31,-2.99,237.74,-7.73,-11.94,-1.74,-7.1,-7.73,-16.39,-9.92,-5.23,-20.59,1.11
-37.13,-82.83,-25.0,5.67,-33.66,-17.09,-17.44,-3.54,0.78,54.16,2.84,245.53,-5.64,-25.7,-3.77,-7.89,-5.64,-7.94,-12.19,-8.17,-21.87,0.72
-35.67,-79.62,-20.84,12.95,-28.86,-13.2,-13.49,3.04,4.06,58.38,12.61,163.07,-0.1,-30.88,0.05,-4.15,-0.1,0.99,-8.63,-5.76,-18.22,4.13
-32.09,-73.47,-11.19,14.65,-18.37,-6.58,-7.1,12.0,8.64,64.77,24.26,24.81,7.57,-24.82,8.38,3.81,7.57,6.56,-1.15,1.07,-11.46,9.74
-28.62,-66.93,0.41,10.52,-6.39,-0.59,-0.54,21.05,13.22,69.89,33.64,-116.95,15.26,-9.48,18.23,13.72,15.26,6.16,6.92,9.66,-4.04,14.99
-26.9,-62.1,9.93,3.28,1.5,2.07,4.54,27.49,16.46,71.94,37.51,-207.14,20.7,7.5,25.48,19.76,20.7,0.22,11.78,15.86,2.12,18.25
